dataset,domain,llm_label,human_label,llm_human_agree,status,num_source_candidates,human_idx,source_idxs,sentence,prd_word,prd_idx,label,span_mean,source_spans_inclusive,human_selected_spans,span_matched,grammar_status,optional,type,human_file,source_file
tc_gold_llmj_invalid,tc,0,1,0,matched,1,67,[2036],"I 'm really looking forward to moving to Oregon and dealing with ,",looking,4,ARG1,,"[(5, 11)]","[(5, 8), (5, 11)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,68,[2261],I 've got to,got,3,ARG1,Complement,"[(3, 3)]",[],False,有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,69,[796],I ca n't say too bad things about the military though .,say,4,ARG1,Utterance,"[(4, 6)]","[(4, 6), (4, 9)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,70,[797],I ca n't say too bad things about the military though .,say,4,ARG3,Attributive,"[(7, 9)]","[(7, 9)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,71,[124],I do n't know if you spoke to me before that or when it was that was happening . Or,know,4,ARG1,fact that is known,"[(4, 19)]","[(4, 17)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,72,[3881],"I had to file Georgia , Kansas yeah and then my federal .",file,4,ARG1,file,"[(4, 11)]","[(4, 11)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,73,[3557],I had to file three taxes .,file,4,ARG1,file,"[(4, 5)]","[(4, 5)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,74,[1537],I kind of want to,want,4,ARG1,thing wanted,"[(4, 4)]",[],False,有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,75,[1564],"I mean , you know , writing a couple of articles based on your Master 's thesis , is , not at all unusual in Physics",based,12,ARG1,"decision, whole","[(10, 10)]","[(6, 10), (7, 10), (10, 10)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,76,[3847],I mean the only thing is %um just getting your heart rate up for extended periods of time .,getting,9,ARG1,a clause -- action done or descriptive small clause,"[(9, 11)]","[(9, 12), (9, 17)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,77,[563],I mean things have been happening that has just scared the heck out of me .,scared,10,ARG1,scared entity,"[(12, 14)]","[(14, 14)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,78,[920],I mean you lay her down on the bed,lay,4,ARG2,,"[(6, 8)]","[(6, 8)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,79,[3537],I remember So you talking a little bit about it at one point .,talking,5,ARG1,subject,"[(8, 9)]","[(8, 9)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,80,[1316],I remember when I talked to you in the fall yeah . yeah . that %uh,remember,2,ARG1,memory,"[(2, 15)]",[],False,有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,81,[2984],I said I feel like I know you even though I never met you .,said,2,ARG1,Utterance,"[(2, 2)]","[(2, 13)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,82,[2990],I said I feel like I know you even though I never met you .,know,7,ARG1,fact that is known,"[(7, 7)]","[(7, 7)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,83,[3931],I said to Mark oh my god . What 's she going to say,say,14,ARG1,Utterance,"[(8, 8)]","[(8, 8)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,84,[2251],"I think I had mentioned before %uh , that there 's a company now that I 'm working with %um , %uh , which is very much just myself and Guss .",working,18,ARG3,coworker,"[(18, 18)]","[(30, 30)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,85,[2075],"I think Optics Letters is probably the one that we 're shooting for , or else , perhaps , though I do n't think it 's quite that significant , would be Phys Rev Letters .",shooting,12,ARG2,target,"[(12, 12)]","[(2, 3), (6, 7)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,86,[4153],I told you this .,told,2,ARG1,Utterance,"[(3, 3)]","[(3, 3)]",True,没有语法错误,True,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,87,[1791],Is it paid today ?,paid,3,ARG1,money or attention,"[(1, 1)]",[],False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,88,[3278],It 's crazy how much he eats .,eats,7,ARG1,meal,"[(3, 4)]",[],False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,89,[3107],"It 's just But %um %uh , %uh , the main reason for that is I had not really anticipated a few expenses that recently came up %ah . %uh , related to a couple of burglaries that I had .",came,26,ARG1,,"[(20, 22)]","[(20, 22)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,90,[3115],"It 's just But %um %uh , %uh , the main reason for that is I had not really anticipated a few expenses that recently came up %ah . %uh , related to a couple of burglaries that I had .",had,40,ARG1,possession,"[(36, 36)]","[(33, 36), (36, 36)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,91,[2963],My daughter - in - law Barbara got on her case real serious yesterday .,got,8,ARG1,thing,"[(0, 6)]",[],False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,92,[2965],My daughter - in - law Barbara got on her case real serious yesterday .,got,8,ARG2,attribute of arg1 (not a VP node),"[(8, 10)]","[(11, 12)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,93,[767],Not enough relatives left here anymore ?,left,4,ARG1,,"[(0, 2)]","[(0, 2), (2, 2)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,94,[3505],"Now , daddy got %um the invitations together for you today .",got,4,ARG1,a clause -- action done or descriptive small clause,"[(5, 6)]","[(5, 7)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,95,[1113],"Ron is working as a financial consultant for , %um , Meryl Lynch .",working,3,ARG1,"job, project","[(3, 12)]","[(3, 6)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,96,[3650],"See I think y- , %um ,",think,3,ARG1,Thought,"[(3, 5)]",[],False,有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,97,[699],She 's coming back tonight .,coming,3,ARG3,start point,"[(3, 3)]",[],False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,98,[2955],"She 's trying to become a counselor in this drug program , and things",trying,3,ARG1,thing tried,"[(3, 13)]","[(3, 10)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,99,[2728],She said they had her doing things that she really was n't qualified to do %ah . and that she really did n't feel competent doing .,do,15,ARG1,thing done,"[(7, 7)]","[(6, 6)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,100,[2735],She said they had her doing things that she really was n't qualified to do %ah . and that she really did n't feel competent doing .,feel,24,ARG1,emotion or sensation,"[(24, 25)]","[(24, 25)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,101,[2719],She said they had her doing things that she really was n't qualified to do %ah . and that she really did n't feel competent doing .,had,4,ARG1,action,"[(4, 25)]","[(4, 6), (4, 25)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,102,[1399],"She wrote me a letter mhm . you know about her needing a lot of love , a lot of %um help and different things like this ,",needing,12,ARG1,thing needed,"[(12, 21)]","[(12, 26)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,103,[1394],"She wrote me a letter mhm . you know about her needing a lot of love , a lot of %um help and different things like this ,",wrote,2,ARG1,thing written,"[(3, 26)]","[(3, 4)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,104,[1838],"So , %um , I found a simple modification of the original formula , which unfortunately makes the solutions horrendously nasty . And in most cases , %uh , insoluble .",makes,17,ARG1,impelled action/ predication,"[(17, 29)]","[(17, 20), (17, 29)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,105,[1833],"So , %um , I found a simple modification of the original formula , which unfortunately makes the solutions horrendously nasty . And in most cases , %uh , insoluble .",found,6,ARG1,thing found,"[(6, 29)]","[(6, 12), (6, 29)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,106,[1490],"So , I had one client who said that he 'd pay me a minimum amount .",said,8,ARG0,Sayer,"[(4, 5)]","[(4, 5)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,107,[991],So Cool . Cool . that 's mostly the sort of stuff that I 'm spending a lot of time on now . %um,spending,16,ARG2,activity,"[(20, 20)]","[(8, 11)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,108,[1797],So complicated when you 're dealing with a Dutch tax form .,dealing,6,ARG1,co-dealer,"[(6, 10)]",[],False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,109,[38],So let 's see .,let,2,ARG1,action allowed,"[(2, 3)]","[(3, 3)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,110,[323],So they had to take it down and drive her home .,drive,9,ARG1,vehicle or path,"[(10, 10)]","[(10, 10)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,111,[77],So we 're looking forward to that .,looking,4,ARG1,,"[(5, 6)]","[(5, 6)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,112,[2678],So what 's happening is that the modes are oscillating out of phase so that they completely mask each other 's Exactly . %hm . oscillations on these other frequencies .,mask,18,ARG1,thing covered,"[(18, 29)]","[(18, 29)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,113,[1461],Some amount that has to be deducted a certain amount,deducted,7,ARG1,thing being subtracted,"[(2, 2)]","[(0, 1)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,114,[2713],Somehow I had this feeling that the military taste had been beaten out of you .,beaten,12,ARG2,"direction, destination","[(12, 14)]","[(12, 14)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,115,[2426],Somehow it raises a small amount .,raises,3,ARG1,"Logical subject, patient, thing rising","[(1, 1)]","[(1, 1)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,116,[1868],That same thing happened to Aliah .,happened,4,ARG2,benefactive,"[(4, 5)]","[(4, 5)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,117,[3518],There 's a pretty good sale . %mm . So now we have to keep our eyes open for a champagne sale .,keep,15,ARG1,continued entity,"[(15, 21)]","[(15, 16)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,118,[26],They 're the ones who can eat all day .,eat,7,ARG0,"consumer, eater","[(2, 3)]","[(0, 0), (2, 3)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,119,[2866],They 're winding down .,winding,3,ARG1,,"[(0, 0)]","[(0, 0)]",True,没有语法错误,True,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,120,[2600],They learned an amazing amount of German .,learned,2,ARG1,subject,"[(2, 6)]","[(2, 6)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,121,[3868],"They seemed surprised that ,",seemed,2,ARG1,thing seeming,"[(2, 3)]","[(0, 0), (2, 3)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,122,[1748],Told her that she could n't talk to Jasmine play with Jasmine because she said she hurt Jasmine 's Jetta you know,Told,1,ARG1,Utterance,"[(2, 21)]","[(2, 11), (3, 11)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,123,[1434],"Well , how does Akina feel ?",feel,6,ARG1,emotion or sensation,"[(2, 2)]","[(2, 2)]",True,没有语法错误,True,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,124,[3992],Well I mean he does work his ass off,work,6,ARG1,thing manipulated,"[(6, 7)]","[(6, 7)]",True,没有语法错误,True,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,125,[3993],Well I mean he does work his ass off,work,6,ARG2,"destination, end state","[(8, 8)]","[(8, 8)]",True,没有语法错误,True,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,126,[859],"Well I would say is once you 're at a hotel uh-huh %um , why do n't you call me at work and let me know where you are ,",let,24,ARG1,action allowed,"[(24, 28)]","[(24, 28)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,127,[3097],"Well it 'll look good on your C V , your resume .",look,4,ARG1,thing looked at or for or on,"[(1, 1)]","[(6, 11)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,128,[2375],Well it 's good to hear from Francis who 's had a lot of child-,had,11,ARG1,entity birthed,"[(11, 14)]","[(11, 14)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,129,[3316],Well you know or luck making a way and making it at ease for you to,making,10,ARG1,impelled action/ predication,"[(10, 15)]","[(10, 12), (10, 14)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,130,[3310],Well you know or luck making a way and making it at ease for you to,making,6,ARG0,creator,"[(4, 4)]","[(4, 4)]",True,没有语法错误,True,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,131,[3818],"Which you know , given how far he 's gotten , you know , he got his degree at Tufts and all , I found that surprising that for the first time as an adult they 're diagnosing this . %um",gotten,10,ARG1,thing in motion,"[(7, 7)]","[(7, 7)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,132,[3825],"Which you know , given how far he 's gotten , you know , he got his degree at Tufts and all , I found that surprising that for the first time as an adult they 're diagnosing this . %um",got,16,ARG2,giver,"[(18, 19)]","[(18, 19)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,133,[2216],"You do burn a lot of calories an hour though , lifting weights .",burn,3,ARG1,thing burning,"[(3, 8)]","[(3, 6), (3, 8)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,134,[806],"actually it turns out that one thing , one little bit in what I was doing , %uh , is going to turn out to be very important in the end . %uh , from what I had been reading in the literature .",doing,16,ARG1,thing done,"[(12, 12)]","[(12, 12)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,135,[805],"actually it turns out that one thing , one little bit in what I was doing , %uh , is going to turn out to be very important in the end . %uh , from what I had been reading in the literature .",turns,3,ARG1,,"[(4, 42)]","[(4, 30)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,136,[813],"actually it turns out that one thing , one little bit in what I was doing , %uh , is going to turn out to be very important in the end . %uh , from what I had been reading in the literature .",reading,40,ARG3,"text, content","[(35, 35)]","[(35, 35)]",True,没有语法错误,True,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,137,[816],"actually it turns out that one thing , one little bit in what I was doing , %uh , is going to turn out to be very important in the end . %uh , from what I had been reading in the literature .",reading,40,ARG1,thing read (book),"[(40, 42)]","[(35, 35), (40, 42)]",True,没有语法错误,True,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,138,[2901],"and %um it 's just been quite interesting although when she was in Rhode Island she was very disruptive , %um down there and really caused Francis a lot of stress",caused,26,ARG1,impelled action,"[(27, 30)]","[(26, 30), (27, 30)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,139,[3066],and Adele still talks about the black dress .,talks,4,ARG1,subject,"[(4, 7)]","[(4, 7)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,140,[1713],"and I 'm actually presently working on , %um , several , %uh , articles oh , okay . Impressive . from it .",working,6,ARG1,"job, project","[(6, 22)]","[(6, 14), (10, 14)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,141,[2522],and I kind of hinted to her that really the only way to lose weight is cardio vascular . mhm . It 's true . And that lifting the weights wo n't lose weight .,lose,33,ARG0,entity losing something,"[(27, 29)]",[],False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,142,[94],and I would have been spending more time on it if it were n't for %uh dealing with the burglary issues oh yeah but that I 've been dealing with .,dealing,17,ARG1,co-dealer,"[(17, 29)]",[],False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,143,[98],and I would have been spending more time on it if it were n't for %uh dealing with the burglary issues oh yeah but that I 've been dealing with .,dealing,29,ARG1,co-dealer,"[(29, 29)]",[],False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,144,[91],and I would have been spending more time on it if it were n't for %uh dealing with the burglary issues oh yeah but that I 've been dealing with .,spending,6,ARG2,activity,"[(8, 9)]","[(8, 9)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,145,[2358],and all of a sudden she 's getting conference papers rejected,getting,8,ARG0,receiver,"[(5, 5)]","[(5, 5)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,146,[2360],and all of a sudden she 's getting conference papers rejected,getting,8,ARG1,thing gotten,"[(8, 10)]","[(8, 10)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,147,[1240],and also lifting weights at Bally 's means you 're standing on line for as much time as you 're actually lifting .,standing,11,ARG0,causal agent,"[(8, 8)]","[(8, 8)]",True,没有语法错误,True,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,148,[1237],and also lifting weights at Bally 's means you 're standing on line for as much time as you 're actually lifting .,means,8,ARG0,agent,"[(2, 6)]","[(2, 6)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,149,[2100],"and it 'll look good on me , you know like fit me , Sure . which is necessary at the moment because I 'm plump",look,4,ARG1,thing looked at or for or on,"[(1, 1)]","[(5, 6)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,0,1,matched,1,150,[1472],and mhm %um you know . It feels like maybe she made a compromise,feels,8,ARG1,stimulus,"[(6, 6)]","[(8, 13)]",False,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,151,[2684],and she got mad .,got,3,ARG1,thing,"[(1, 1)]","[(1, 1)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,152,[330],and she had to keep reminding herself .,reminding,6,ARG1,thing reminded about,"[(6, 6)]","[(6, 6)]",True,没有语法错误,True,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
tc_gold_llmj_invalid,tc,0,1,0,matched,1,153,[180],and so Neil then -- Said oh just a second I -- like a week later came to Bryn Mawr,came,17,ARG1,entity in motion / 'comer',"[(2, 2)]","[(2, 2), (10, 10)]",True,没有语法错误,False,"gold_right, o1mini_wrong",annotation_tc_single_gold_201_wlj_final.json,incorrect_data_tc_gold.json
