file,lemma,roleset_id,roleset_name,role_n,role_f,role_descr
bulge.xml,bulge,bulge.01,(cause to) be filled,0,PAG,"causer, agent"
bulge.xml,bulge,bulge.01,(cause to) be filled,1,LOC,entity bulged
bulge.xml,bulge,bulge.01,(cause to) be filled,2,PPT,entity bulged with
bulk.xml,bulk,bulk.01,loom,1,PPT,"theme, loomig thing"
bulk.xml,bulky,bulky.02,"large, unwieldy",1,PAG,entity that is bulky
bulk.xml,bulky,bulky.02,"large, unwieldy",2,PPT,"what arg1 is full of, creating bulkiness"
bull.xml,bull,bull.01,"to push through, make your way with force like a bull",1,PPT,"Entity in motion, moving like a bull"
bull.xml,bull,bull.01,"to push through, make your way with force like a bull",2,GOL,"Entity pushed through, past by arg1, the way of arg1"
bulldoze.xml,bulldoze,bulldoze.01,destroy with a bulldozer,0,PAG,agent of destruction
bulldoze.xml,bulldoze,bulldoze.01,destroy with a bulldozer,1,PPT,thing destroyed
bullet.xml,bullet,bullet.01,shoot,0,PAG,shooter
bullet.xml,bullet,bullet.01,shoot,1,MNR,projectile
bullet.xml,bullet,bullet.01,shoot,2,PPT,target
bullock.xml,bullock,bullock.01,fool,0,PAG,"trickster, agent"
bullock.xml,bullock,bullock.01,fool,1,PPT,entity deceived
bullock.xml,bullock,bullock.01,fool,2,PRD,"proposition, deceived into believing/doing what?"
bullock.xml,bullock,bullock.02,"to push through, acting like a bull",0,PAG,"Bull-like entity, pusher"
bullock.xml,bullock,bullock.02,"to push through, acting like a bull",1,PPT,"""way"" or other thing pushed"
bullshit.xml,bullshit,bullshit.01,shoot the breeze,0,PAG,talker
bullshit.xml,bullshit,bullshit.01,shoot the breeze,1,PPT,subject
bullshit.xml,bullshit,bullshit.01,shoot the breeze,2,GOL,hearer
bully.xml,bully,bully.01,force into an action with   threat of violence,0,PAG,bully
bully.xml,bully,bully.01,force into an action with   threat of violence,1,GOL,"victim, impelled agent"
bully.xml,bully,bully.01,force into an action with   threat of violence,2,PRD,impelled action (often unstated)
bum.xml,bum,bum.01,"mooch, take advantage of, receive for free",0,PAG,"recipient, bum"
bum.xml,bum,bum.01,"mooch, take advantage of, receive for free",1,PPT,thing received
bum.xml,bum,bum.01,"mooch, take advantage of, receive for free",2,DIR,"source, giver"
bumble.xml,bumble,bumble.01,to speak or move in a confused way,0,PAG,confused mover
bumble.xml,bumble,bumble.01,to speak or move in a confused way,1,PPT,path
bump.xml,bump,bump.01,hit gently,0,PAG,"agent, hitter - animate only!"
bump.xml,bump,bump.01,hit gently,1,PPT,thing hit
bump.xml,bump,bump.01,hit gently,2,MNR,"instrument, thing hit by or with"
bump.xml,bump,bump.02,move slightly,0,PAG,causer of motion
bump.xml,bump,bump.02,move slightly,1,PPT,entity in motion
bump.xml,bump,bump.02,move slightly,2,EXT,EXT
bump.xml,bump,bump.02,move slightly,3,DIR,start point
bump.xml,bump,bump.02,move slightly,4,LOC,end point
bump.xml,bump,bump.02,move slightly,5,VSP,direction
bump.xml,bump_up,bump_up.03,collide,1,PPT,one thing in collision
bump.xml,bump_up,bump_up.03,collide,2,COM,the other (usually prepositional)
bump.xml,bump_off,bump_off.04,assassinate,0,PAG,hit man
bump.xml,bump_off,bump_off.04,assassinate,1,PPT,unlucky person
bumrush.xml,bumrush,bumrush.01,"crash, slam or invade, possibly unexpectedly",0,PAG,"agent, entity in motion"
bumrush.xml,bumrush,bumrush.01,"crash, slam or invade, possibly unexpectedly",1,PPT,entity hit/crashed/invaded
bunch.xml,bunch,bunch.01,fold into a bunch,0,PAG,"agent, buncher"
bunch.xml,bunch,bunch.01,fold into a bunch,1,PPT,"patient, thing bunched"
bunch.xml,bunch,bunch.01,fold into a bunch,2,PRD,end state (a bunch)
bunch.xml,bunch_up,bunch_up.02,bunch up (completive),0,PAG,buncher
bunch.xml,bunch_up,bunch_up.02,bunch up (completive),1,PPT,thing bunched up
bunch.xml,bunch_up,bunch_up.02,bunch up (completive),2,PRD,end state
bundle.xml,bundle,bundle.01,put items together   into a bundle,0,PAG,bundler (not bungler)
bundle.xml,bundle,bundle.01,put items together   into a bundle,1,PPT,items
bundle.xml,bundle,bundle.01,put items together   into a bundle,2,GOL,bundle
bundle.xml,bundle,bundle.02,dress warmly,0,PAG,causal agent of dressing
bundle.xml,bundle,bundle.02,dress warmly,1,PPT,entity dressed
bundle.xml,bundle,bundle.02,dress warmly,2,PRD,clothing
bundle.xml,bundle_up,bundle_up.03,dress warmly,0,PAG,causal agent of dressing
bundle.xml,bundle_up,bundle_up.03,dress warmly,1,PPT,entity dressed
bundle.xml,bundle_up,bundle_up.03,dress warmly,2,PRD,clothing
bungle.xml,bungle,bungle.01,"mess up, botch",0,PAG,bungler
bungle.xml,bungle,bungle.01,"mess up, botch",1,PPT,thing tried
bunionectomy.xml,bunionectomy,bunionectomy.01,removal of bunion(s),0,PAG,surgeon
bunionectomy.xml,bunionectomy,bunionectomy.01,removal of bunion(s),1,PPT,removed
bunionectomy.xml,bunionectomy,bunionectomy.01,removal of bunion(s),2,SRC,removed from
bunk.xml,bunk,bunk.02,go to bed,0,PAG,agent
bunk.xml,bunk,bunk.02,go to bed,1,PPT,one/thing bunking
bunk.xml,bunk,bunk.02,go to bed,2,LOC,location
bunker.xml,bunker,bunker.01,hunker down in protected area,0,PAG,agent bunkering down
bunker.xml,bunker,bunker.01,hunker down in protected area,1,PPT,entity bunkered
bunker.xml,bunker,bunker.01,hunker down in protected area,2,LOC,shelter
bunt.xml,bunt,bunt.01,"to strike as if with horns, or to bat lightly (baseball)",0,PAG,"Striker, batter"
bunt.xml,bunt,bunt.01,"to strike as if with horns, or to bat lightly (baseball)",1,PPT,"Thing struck, ball"
bunt.xml,bunt,bunt.01,"to strike as if with horns, or to bat lightly (baseball)",2,DIR,"Source location, struck from where?"
bunt.xml,bunt,bunt.01,"to strike as if with horns, or to bat lightly (baseball)",3,GOL,"Destination, location or other player"
buoy.xml,buoy,buoy.01,cause to float,0,PAG,"causer, agent"
buoy.xml,buoy,buoy.01,cause to float,1,PPT,thing floating
buoy.xml,buoy_up,buoy_up.02,buoy up: cause to float,0,PAG,cause
buoy.xml,buoy_up,buoy_up.02,buoy up: cause to float,1,PPT,floating thing
burble.xml,burble,burble.01,to speak quickly and excitedly,0,PAG,"speaker, agent"
burble.xml,burble,burble.01,to speak quickly and excitedly,1,PPT,utterance
burden.xml,burden,burden.01,"put a load on someone/thing, the act of putting a load on someone (the act!!!)",0,PAG,loader
burden.xml,burden,burden.01,"put a load on someone/thing, the act of putting a load on someone (the act!!!)",1,GOL,carrier
burden.xml,burden,burden.01,"put a load on someone/thing, the act of putting a load on someone (the act!!!)",2,PPT,load
burgeon.xml,burgeon,burgeon.01,increasing,1,PPT,thing increasing
burglarize.xml,burglarize,burglarize.01,steal from,0,PAG,"thief, burglar"
burglarize.xml,burglarize,burglarize.01,steal from,1,PPT,thing/place stolen from
burglarize.xml,burgle,burgle.02,to engage in or commit robbery,0,PAG,"robber, thief"
burglarize.xml,burgle,burgle.02,to engage in or commit robbery,1,DIR,"person, entity burgled"
burglarize.xml,burgle,burgle.02,to engage in or commit robbery,2,PPT,"money or valuables, thing taken"
burl.xml,burl,burl.01,"remove knots, lumps, loose threads from fabric",0,PAG,burler
burl.xml,burl,burl.01,"remove knots, lumps, loose threads from fabric",1,PPT,knot/ lump/ loose thread
burl.xml,burl,burl.01,"remove knots, lumps, loose threads from fabric",2,DIR,fabric
burn.xml,burn,burn.01,(cause to) be on fire,0,PAG,pyromaniac
burn.xml,burn,burn.01,(cause to) be on fire,1,PPT,thing burning
burn.xml,burn_up,burn_up.02,burn completely,0,PAG,"causer, agent"
burn.xml,burn_up,burn_up.02,burn completely,1,PPT,thing burning
burn.xml,burn_out,burn_out.03,burn and then be extinguished,1,PPT,thing burning
burn.xml,burn_out,burn_out.04,"become tired of, failure/exhaustion due to overexertion",1,PPT,experiencer
burn.xml,burn_out,burn_out.04,"become tired of, failure/exhaustion due to overexertion",2,CAU,psych instrument
burnish.xml,burnish,burnish.01,"to make smooth, polish",0,PAG,burnishing agent
burnish.xml,burnish,burnish.01,"to make smooth, polish",1,PPT,entity burnished
burp.xml,burp,burp.01,"burp, a little noise coming from the heart, belching",0,PAG,expeller
burp.xml,burp,burp.01,"burp, a little noise coming from the heart, belching",1,PPT,"cognate object, description of type of burp itself"
burr.xml,burr,burr.01,speak with a burr or make a whirring sound,0,PPT,"Speaker, or thing making whirring sound"
burr.xml,burr,burr.02,produce a prickly seed,0,PAG,plant
burr.xml,burr,burr.02,produce a prickly seed,1,PPT,"seed, item produced"
burrow.xml,burrow,burrow.01,"make, dig a burrow",0,PAG,"agent, burrower"
burrow.xml,burrow,burrow.01,"make, dig a burrow",1,LOC,"ground burrowed into, hole"
burrow.xml,burrow,burrow.01,"make, dig a burrow",2,PPT,"Goal of burrowing, thing burrrowed for"
burst.xml,burst,burst.01,"appear suddenly, become",1,PPT,"thing appearing, topic"
burst.xml,burst,burst.01,"appear suddenly, become",2,PRD,further description of end state
burst.xml,burst,burst.02,minor explosion,0,PAG,causer of explosion
burst.xml,burst,burst.02,minor explosion,1,GOL,barricade exploding
burst.xml,burst,burst.02,minor explosion,2,PPT,entity/substance no longer contained
burst.xml,burst,burst.03,"rapid movement, sudden increase",0,PAG,agent (only in transitive instances)
burst.xml,burst,burst.03,"rapid movement, sudden increase",1,PPT,entity in motion
burst.xml,burst,burst.03,"rapid movement, sudden increase",2,VSP,barricade breached
burst.xml,burst,burst.03,"rapid movement, sudden increase",3,DIR,start point
burst.xml,burst,burst.03,"rapid movement, sudden increase",4,GOL,end point
burst.xml,burst,burst.03,"rapid movement, sudden increase",5,DIR,direction
burst.xml,burst_out,burst_out.04,blurt out,0,PAG,explosive talker
burst.xml,burst_out,burst_out.04,blurt out,1,PPT,utterance
burst.xml,burst_out,burst_out.04,blurt out,2,GOL,hearer
bury.xml,bury,bury.01,put in the ground,0,PAG,burier
bury.xml,bury,bury.01,put in the ground,1,PPT,buried
bury.xml,bury,bury.01,put in the ground,2,GOL,ground (usually understood)
bus.xml,bus,bus.01,bus,0,PAG,"agent, driver (transitive subject)"
bus.xml,bus,bus.01,bus,1,PPT,"thing moved (intransitive subject, transitive object)"
bus.xml,bus,bus.01,bus,2,LOC,"locations, or start point"
bus.xml,bus,bus.01,bus,3,LOC,destination
bushfire.xml,bushfire,bushfire.01,natural disaster: wildfire in bush land,1,PPT,explicit mention of vegetation burned
bushfire.xml,bushfire,bushfire.01,natural disaster: wildfire in bush land,2,EXT,acre count/size
bushfire.xml,bushfire,bushfire.01,natural disaster: wildfire in bush land,3,VSP,death/injury toll
bushfire.xml,bushfire,bushfire.01,natural disaster: wildfire in bush land,4,VSP,damages/cost
bushwhack.xml,bushwhack,bushwhack.01,ambush,0,PAG,bushwhacker
bushwhack.xml,bushwhack,bushwhack.01,ambush,1,PPT,entity being bushwhacked
bushwhack.xml,bushwhack,bushwhack.01,ambush,2,MNR,weapon
bushwhack.xml,bushwhack,bushwhack.02,cut one's way through thick woods or bushes,0,PAG,bush-whacker
bushwhack.xml,bushwhack,bushwhack.02,cut one's way through thick woods or bushes,1,PPT,"""his/her/their way"""
bushwhack.xml,bushwhack,bushwhack.02,cut one's way through thick woods or bushes,2,LOC,"direction, location"
business.xml,do_business,do_business.01,name,0,PAG,first or all business-doers
business.xml,do_business,do_business.01,name,1,PPT,business domain
business.xml,do_business,do_business.01,name,2,COM,second business-doer
business.xml,do_business,do_business.01,name,3,VSP,value of transaction
business.xml,mind_ones_business,mind_ones_business.02,avoid meddling in another's affairs,0,PPT,person trying to not meddle
business.xml,mind_ones_business,mind_ones_business.02,avoid meddling in another's affairs,1,PPT,ones actual business; thing done in order to ignore other situation
business.xml,mind_ones_business,mind_ones_business.02,avoid meddling in another's affairs,2,PPT,thing being actively ignored
bust.xml,bust,bust.01,"break, breaking (up), terminating",0,PAG,breaker
bust.xml,bust,bust.01,"break, breaking (up), terminating",1,PPT,thing broken
bust.xml,bust,bust.01,"break, breaking (up), terminating",2,MNR,instrument
bust.xml,bust,bust.01,"break, breaking (up), terminating",3,PRD,pieces
bust.xml,bust,bust.06,"fizzle, fail",0,PPT,thing failing
bust.xml,bust,bust.06,"fizzle, fail",1,VSP,specific aspect of arg0 failing
bust.xml,bust,bust.02,catch a criminal,0,PAG,cop(s)
bust.xml,bust,bust.02,catch a criminal,1,PPT,criminal(s)
bust.xml,bust,bust.02,catch a criminal,2,CAU,crime
bust.xml,bust,bust.05,catch ghosts,0,PAG,ghostbuster
bust.xml,bust,bust.05,catch ghosts,1,PPT,ghost
bust.xml,bust_out,bust_out.03,escape,0,PAG,escapee
bust.xml,bust_out,bust_out.03,escape,1,PPT,escaped from
bust.xml,bust_up,bust_up.04,break up,0,PAG,causative agent
bust.xml,bust_up,bust_up.04,break up,1,PPT,thing in pieces
bustle.xml,bustle,bustle.01,"to move quickly, busily",0,PPT,"entity bustling, entity in motion"
bustle.xml,bustle,bustle.01,"to move quickly, busily",1,LOC,location of bustling
busy.xml,busy,busy.01,"engaged, occupied",1,PPT,"engaged, occupied thing"
busy.xml,busy,busy.01,"engaged, occupied",2,CAU,busy with what?
busy.xml,busy,busy.02,artistic -- pattern characterized by too much going on!,1,PPT,Headache-inducing pattern
butcher.xml,butcher,butcher.01,cut up meat for sale,0,PAG,killer
butcher.xml,butcher,butcher.01,cut up meat for sale,1,PPT,corpse(s)
butcher.xml,butcher,butcher.01,cut up meat for sale,2,MNR,"instrument, butcher knife"
butler.xml,butler,butler.01,act as a butler for someone,0,PAG,Butler
butler.xml,butler,butler.01,act as a butler for someone,1,GOL,"Lucky person, org, event, with butler's services"
butt.xml,butt_in,butt_in.01,to interfere in other people's affairs,0,PAG,"nosy individual, agent"
butter.xml,butter,butter.01,spread butter on something,0,PAG,"Chef, butterer"
butter.xml,butter,butter.01,spread butter on something,1,GOL,"Bread, location/entity being covered in butter"
butter.xml,butter,butter.01,spread butter on something,2,PPT,"Butter itself, margarine"
butter.xml,butter_up,butter_up.02,"soften up by flattery, with an aim of getting something",0,PAG,butterer/flatterer
butter.xml,butter_up,butter_up.02,"soften up by flattery, with an aim of getting something",1,PPT,entity buttered up
butter.xml,butter_up,butter_up.02,"soften up by flattery, with an aim of getting something",2,MNR,buttery behavior employed
button.xml,button,button.01,fasten the buttons on,0,PAG,"agent, buttoner"
button.xml,button,button.01,fasten the buttons on,1,PPT,"theme, thing buttoned"
buttonhole.xml,buttonhole,buttonhole.01,detain a person against will,0,PAG,agent
buttonhole.xml,buttonhole,buttonhole.01,detain a person against will,1,GOL,entity detained
buttonhole.xml,buttonhole,buttonhole.01,detain a person against will,2,PPT,purpose of detainment
buttress.xml,buttress,buttress.01,to support or reinforce,0,PAG,"supporter, agent"
buttress.xml,buttress,buttress.01,to support or reinforce,1,PPT,entity buttressed
buy.xml,buy,buy.01,purchase,0,PAG,buyer
buy.xml,buy,buy.01,purchase,1,PPT,thing bought
buy.xml,buy,buy.01,purchase,2,DIR,seller
buy.xml,buy,buy.01,purchase,3,VSP,price paid
buy.xml,buy,buy.01,purchase,4,GOL,benefactive
buy.xml,buy,buy.05,accept as truth,0,PAG,believer
buy.xml,buy,buy.05,accept as truth,1,PPT,thing believed
buy.xml,buy_up,buy_up.02,purchase extensively,0,PAG,buyer
buy.xml,buy_up,buy_up.02,purchase extensively,1,PPT,thing bought
buy.xml,buy_up,buy_up.02,purchase extensively,2,DIR,seller
buy.xml,buy_up,buy_up.02,purchase extensively,3,VSP,price paid
buy.xml,buy_up,buy_up.02,purchase extensively,4,GOL,benefactive
buy.xml,buy_out,buy_out.03,purchase completely,0,PAG,buyer
buy.xml,buy_out,buy_out.03,purchase completely,1,PPT,thing bought
buy.xml,buy_out,buy_out.03,purchase completely,2,DIR,seller
buy.xml,buy_out,buy_out.03,purchase completely,3,VSP,price paid
buy.xml,buy_out,buy_out.03,purchase completely,4,GOL,benefactive
buy.xml,buy_into,buy_into.04,subscribe to an idea/fad,0,PAG,entity buying in
buy.xml,buy_into,buy_into.04,subscribe to an idea/fad,1,PPT,idea/fad
buy.xml,buy_off,buy_off.06,tranfer money to someone in exchange for a favor,0,PAG,briber
buy.xml,buy_off,buy_off.06,tranfer money to someone in exchange for a favor,1,PPT,entity bribed
buy.xml,buy_off,buy_off.06,tranfer money to someone in exchange for a favor,2,PPT,payment
buzz.xml,buzz,buzz.01,to make a buzzing  sound,0,LOC,entity buzzing
buzz.xml,buzz,buzz.01,to make a buzzing  sound,1,PPT,thing buzzing about
buzz.xml,buzz,buzz.02,to be filled with,0,LOC,entity buzzing
buzz.xml,buzz,buzz.02,to be filled with,1,PPT,entity buzzing with
buzz.xml,buzz,buzz.04,visit briefly but noisily,0,PAG,visitor
buzz.xml,buzz,buzz.04,visit briefly but noisily,1,PPT,destination
buzz.xml,buzz_off,buzz_off.03,buzz off: to go away,0,PAG,entity leaving
byelect.xml,byelect,byelect.01,"elect in a by-election (special election held between general elections), special election held between general elections",0,PAG,Voters
byelect.xml,byelect,byelect.01,"elect in a by-election (special election held between general elections), special election held between general elections",1,PPT,Candidate
byelect.xml,byelect,byelect.01,"elect in a by-election (special election held between general elections), special election held between general elections",2,PRD,Office or Position
byo.xml,byo,byo.01,bring your own,0,PAG,bringer
byo.xml,byo,byo.01,bring your own,1,PPT,brought
byo.xml,byo,byo.01,bring your own,2,GOL,destination
bypass.xml,bypass,bypass.01,"avoid, go around",0,PAG,thing going around
bypass.xml,bypass,bypass.01,"avoid, go around",1,PPT,thing gone around
bypass.xml,bypassable,bypassable.02,able to be gone around,0,PAG,entity going around
bypass.xml,bypassable,bypassable.02,able to be gone around,1,PPT,thing that can be gone around
cab.xml,cab,cab.01,"drive, ferry",0,PAG,"agent, driver or causer of cabbing"
cab.xml,cab,cab.01,"drive, ferry",1,PPT,passenger
cab.xml,cab,cab.01,"drive, ferry",2,DIR,start point
cab.xml,cab,cab.01,"drive, ferry",3,GOL,destination
cab.xml,cab,cab.01,"drive, ferry",4,LOC,"location, path"
cabbage.xml,cabbage,cabbage.01,to steal or pilfer,0,PAG,"thief, agent"
cabbage.xml,cabbage,cabbage.01,to steal or pilfer,1,PPT,thing stolen
cabbage.xml,cabbage,cabbage.01,to steal or pilfer,2,DIR,stolen from
cabbage.xml,cabbage,cabbage.01,to steal or pilfer,3,GOL,sloten for
cable.xml,cable,cable.01,"fax, commucate using cable",0,PAG,"sender, agent"
cable.xml,cable,cable.01,"fax, commucate using cable",1,PPT,message
cable.xml,cable,cable.01,"fax, commucate using cable",2,GOL,"sent to, recipient"
cable.xml,cable,cable.02,"link, using a cable",0,PAG,"agent, linker"
cable.xml,cable,cable.02,"link, using a cable",1,PPT,thing cabled
cable.xml,cable,cable.02,"link, using a cable",2,PPT,thing cabled to
cable.xml,cable,cable.02,"link, using a cable",3,MNR,instrument
cackle.xml,cackle,cackle.01,make the noise of a hen/witch,0,PAG,cackler
cackle.xml,cackle,cackle.01,make the noise of a hen/witch,1,PPT,utterance
cackle.xml,cackle,cackle.01,make the noise of a hen/witch,2,GOL,hearer
caddy.xml,caddy,caddy.01,act as golf caddy,0,PAG,caddy
caddy.xml,caddy,caddy.01,act as golf caddy,1,GOL,player(s)
caddy.xml,caddy,caddy.01,act as golf caddy,2,VSP,game/course/play
caddy.xml,caddy,caddy.01,act as golf caddy,3,VSP,tours
caddy.xml,caddy,caddy.02,carry,0,PAG,carrier
caddy.xml,caddy,caddy.02,carry,1,PPT,entity carried
cadge.xml,cadge,cadge.01,"to beg for something, get for free by begging",0,PAG,"beggar, agent"
cadge.xml,cadge,cadge.01,"to beg for something, get for free by begging",1,PPT,"entity begged for, gotten"
caffeinate.xml,caffeinate,caffeinate.01,"cause to contain caffeine, adding caffeine",0,PAG,"agent, causer, caffeine adder"
caffeinate.xml,caffeinate,caffeinate.01,"cause to contain caffeine, adding caffeine",1,PPT,"recipient, entity caffeine is added to"
caffeinate.xml,caffeinate,caffeinate.01,"cause to contain caffeine, adding caffeine",2,MNR,instument
cage.xml,cage,cage.01,to put in or confine in a cage,0,PAG,cager
cage.xml,cage,cage.01,to put in or confine in a cage,1,PPT,thing caged
cage.xml,cage,cage.01,to put in or confine in a cage,2,GOL,"cage, location"
cage.xml,cage,cage.02,alcoholism screening test,0,PAG,screener
cage.xml,cage,cage.02,alcoholism screening test,1,PPT,screened
cagey.xml,cagey,cagey.01,shrewd and wary,0,PAG,wary one
cagey.xml,cagey,cagey.01,shrewd and wary,1,PPT,wary of what
cajole.xml,cajole,cajole.01,persuade by flattery or promises,0,PAG,cajoler
cajole.xml,cajole,cajole.01,persuade by flattery or promises,1,PPT,persuaded agent
cajole.xml,cajole,cajole.01,persuade by flattery or promises,2,PRD,persuaded action
cake.xml,cake,cake.01,to cover or fill with a thick layer,0,PAG,"agent, causer"
cake.xml,cake,cake.01,to cover or fill with a thick layer,1,GOL,entity covered
cake.xml,cake,cake.01,to cover or fill with a thick layer,2,PPT,"cover, thick layer of what"
caking.xml,caking,caking.01,process of fat infiltration,0,PAG,infiltrator
caking.xml,caking,caking.01,process of fat infiltration,1,PPT,"theme, entity infiltrated"
calamity.xml,calamity,calamity.01,catastrophe,1,PPT,disastrous thing
calamity.xml,calamity,calamity.01,catastrophe,2,GOL,experiencer of disaster
calcify.xml,calcify,calcify.01,make stone like through calcification,0,PAG,causal agent
calcify.xml,calcify,calcify.01,make stone like through calcification,1,PPT,thing calcifying
calcify.xml,calcify,calcify.01,make stone like through calcification,2,MNR,instrument or method
calcify.xml,calcify,calcify.01,make stone like through calcification,3,PRD,result: the calcification itself
calculate.xml,calculate,calculate.01,"plot, think, solve a problem, come up with an answer, calculate, reckon",0,PAG,Thinker
calculate.xml,calculate,calculate.01,"plot, think, solve a problem, come up with an answer, calculate, reckon",1,PPT,Thought/calculation
calculate.xml,calculate,calculate.01,"plot, think, solve a problem, come up with an answer, calculate, reckon",2,PRD,"the answer, result; attribute"
calendar.xml,calendar,calendar.01,add to a calendar,0,PAG,"agent, one adding to the schedule"
calendar.xml,calendar,calendar.01,add to a calendar,1,PPT,appointment
calendar.xml,calendar,calendar.01,add to a calendar,2,LOC,specific schedule or calender added to
calibrate.xml,calibrate,calibrate.01,fine-tune,0,PAG,"calibrator, agent"
calibrate.xml,calibrate,calibrate.01,fine-tune,1,PPT,thing calibrated
calibrate.xml,intercalibrate,intercalibrate.02,calibrate within a set; calibrate between,0,PAG,"intercalibrator, agent"
calibrate.xml,intercalibrate,intercalibrate.02,calibrate within a set; calibrate between,1,PPT,first thing (or things) intercalibrated
calibrate.xml,intercalibrate,intercalibrate.02,calibrate within a set; calibrate between,2,PPT,"second thing intercalibrated, compared with"
calk.xml,caulk,caulk.01,to seal with caulk,0,PAG,"Handyman, caulker"
calk.xml,caulk,caulk.01,to seal with caulk,1,GOL,"Location, entity being caulked"
calk.xml,caulk,caulk.01,to seal with caulk,2,PPT,Caulk itself
calk.xml,calk,calk.02,install metal cleats (calks) on horseshoes,0,PAG,Blacksmith
calk.xml,calk,calk.02,install metal cleats (calks) on horseshoes,1,GOL,horseshoe
calk.xml,calk,calk.03,"injure, usually with the metal cleat on a horse shoe",0,PAG,Assailant
calk.xml,calk,calk.03,"injure, usually with the metal cleat on a horse shoe",1,PPT,Victim
calk.xml,calk,calk.03,"injure, usually with the metal cleat on a horse shoe",2,MNR,Weapon
call.xml,call,call.01,label,0,PAG,caller
call.xml,call,call.01,label,1,PPT,item being labelled
call.xml,call,call.01,label,2,PRD,"name itself, attribute of arg1"
call.xml,call,call.02,"summon, perhaps to or by phone",0,PAG,caller
call.xml,call,call.02,"summon, perhaps to or by phone",1,PPT,entity summoned
call.xml,call,call.02,"summon, perhaps to or by phone",2,GOL,benefactive
call.xml,call,call.03,demand,0,PAG,demander
call.xml,call,call.03,demand,1,PPT,thing being demanded
call.xml,call,call.03,demand,2,GOL,"demandee, of whom is arg1 being demanded?"
call.xml,call,call.07,say across a distance,0,PAG,speaker
call.xml,call,call.07,say across a distance,1,PPT,utterance
call.xml,call,call.07,say across a distance,2,GOL,distant listener
call.xml,call,call.09,"call into question, doubt",0,PAG,doubter
call.xml,call,call.09,"call into question, doubt",1,PPT,thing doubted
call.xml,call,call.09,"call into question, doubt",2,VSP,fixed: 'into question'
call.xml,call,call.10,"prediction, decision",0,PAG,predictor/decider
call.xml,call,call.10,"prediction, decision",1,VSP,"domain, topic of the prediction/decision"
call.xml,call,call.10,"prediction, decision",2,PPT,the actual prediction/decision itself
call.xml,call,call.11,"call (the shots); decide, dictate, officiate",0,PAG,"entity in charge, official decision maker"
call.xml,call,call.11,"call (the shots); decide, dictate, officiate",1,PPT,'the shots' (or related)
call.xml,call,call.13,call someone out on something (non-VPC version),0,PAG,caller
call.xml,call,call.13,call someone out on something (non-VPC version),1,PPT,"accusation, thing called out (bluff, foul, bullshit, etc)"
call.xml,call,call.13,call someone out on something (non-VPC version),2,GOL,entity called out (accusee)
call.xml,call,call.14,claim (like dibs),0,PAG,claimer
call.xml,call,call.14,claim (like dibs),1,PPT,"thing claimed (e.g. dibs, shotgun)"
call.xml,call,call.14,claim (like dibs),2,VSP,opponent/competitor
call.xml,call,call.16,visit,0,PAG,visitor
call.xml,call,call.16,visit,1,PPT,recipient of visit
call.xml,call,call.16,visit,2,LOC,location visited
call.xml,call_up,call_up.08,summon,0,PAG,caller
call.xml,call_up,call_up.08,summon,1,PPT,thing being summoned
call.xml,call_up,call_up.08,summon,2,GOL,benefactive
call.xml,call_in,call_in.04,summon,0,PAG,caller
call.xml,call_in,call_in.04,summon,1,PPT,thing being summoned
call.xml,call_in,call_in.04,summon,2,GOL,benefactive
call.xml,call_in,call_in.17,report - seperate from call_in.04 because this does not get anything in return,0,PAG,reporter
call.xml,call_in,call_in.17,report - seperate from call_in.04 because this does not get anything in return,1,PPT,thing reported
call.xml,call_in,call_in.17,report - seperate from call_in.04 because this does not get anything in return,2,GOL,reported to
call.xml,call_on,call_on.05,"visit, make use of",0,PAG,caller
call.xml,call_on,call_on.05,"visit, make use of",1,PPT,"thing being visited, used"
call.xml,call_on,call_on.05,"visit, make use of",2,PRP,"purpose, attribute of arg1"
call.xml,call_off,call_off.06,terminate before hand,0,PAG,the Terminator
call.xml,call_off,call_off.06,terminate before hand,1,PPT,the Terminated
call.xml,call_upon,call_upon.12,"visit, make use of",0,PAG,caller
call.xml,call_upon,call_upon.12,"visit, make use of",1,PPT,entity called upon
call.xml,call_upon,call_upon.12,"visit, make use of",2,PRP,"purpose of arg1, called upon to do what?"
call.xml,call_out,call_out.15,call someone out on something (VPC version),0,PAG,"caller, accuser"
call.xml,call_out,call_out.15,call someone out on something (VPC version),1,PPT,"accusation, what arg2 is called out on"
call.xml,call_out,call_out.15,call someone out on something (VPC version),2,GOL,entity called out; accusee
calligraphy.xml,calligraphy,calligraphy.01,write decoratively,0,PAG,"Writer, artist"
calligraphy.xml,calligraphy,calligraphy.01,write decoratively,1,PPT,Words written in calligraphy
calligraphy.xml,calligraphy,calligraphy.01,write decoratively,2,LOC,Entity decorated with calligraphy
calm.xml,calm,calm.01,make calm,0,PAG,agent of calming
calm.xml,calm,calm.01,make calm,1,PPT,entity becoming calm
calm.xml,calm,calm.01,make calm,2,MNR,instrument of calming
calm.xml,calm,calm.03,"still, relaxed",1,PAG,calm entity
calm.xml,calm_down,calm_down.02,"make calm, with particle",0,PAG,agent of calming
calm.xml,calm_down,calm_down.02,"make calm, with particle",1,PPT,entity becoming calm
calm.xml,calm_down,calm_down.02,"make calm, with particle",2,MNR,instrument of calming
calumniate.xml,calumniate,calumniate.01,to make false and malicious statements,0,PAG,"false statement maker, agent"
calumniate.xml,calumniate,calumniate.01,to make false and malicious statements,1,PPT,entity calumniated
