dataset,domain,llm_label,human_label,llm_human_agree,status,num_source_candidates,human_idx,source_idxs,sentence,prd_word,prd_idx,label,span_mean,source_spans_inclusive,human_selected_spans,span_matched,grammar_status,optional,human_file,source_file
bn_smallmodel_llmj_incorrect,bn,0,1,0,matched,1,29,[4079],"You have also expressed concern about excessive executive compensation , particularly CEO compensation .",compensation,9,ARG0,,"[(7, 7)]",[],False,没有语法错误,False,annotations_smallmodel_botherror_random_wlj_final.json,incorrect_data_bn_smallmodel.json
bn_smallmodel_llmj_incorrect,bn,0,1,0,matched,1,30,[1048],"You know , as a music lover that I am , there 's five acts all playing at the same time on five different stages that I want to see .",know,2,ARG1,fact that is known,"[(2, 29)]",[],False,没有语法错误,False,annotations_smallmodel_botherror_random_wlj_final.json,incorrect_data_bn_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,1,0,matched,1,1,[2567],%uh lay there let me look at my grandmother kind of thing,let,4,ARG1,action allowed,"[(4, 10)]","[(4, 8)]",False,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,1,0,matched,1,2,[6206],%uh would you mind %uh taking her back,mind,4,ARG1,bothered by,"[(4, 7)]","[(5, 7)]",False,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,1,0,matched,1,3,[4746],"%um , depends on what you guys want to see .",depends,3,ARG0,depender,"[(0, 0)]",[],False,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,0,1,matched,1,4,[8976],"%um , they had just moved to He 's in New York now , right ? a really nice house in Westchester .",moved,6,ARG2,destination,"[(6, 11)]","[(6, 11), (6, 21)]",True,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,0,1,matched,1,5,[116],"And it was a very nice letter , because it sounded like she went through very similar things that I did .",did,21,ARG1,,"[(15, 17)]","[(15, 17)]",True,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,1,0,matched,1,6,[3255],"And she said the students are just ,",said,3,ARG1,Utterance,"[(3, 7)]","[(3, 6)]",False,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,0,1,matched,1,7,[7138],"And that thing that came up recently , , you know I had , oh , a kind of a knee problem a couple of years ago .",know,11,ARG1,fact that is known,"[(11, 26)]","[(11, 26)]",True,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,1,0,matched,1,8,[4296],And then they operated on,operated,4,ARG1,,"[(2, 2)]",[],False,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,0,1,matched,1,9,[786],Got to get that up to five .,get,3,ARG2,,"[(4, 6)]","[(4, 6)]",True,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,1,0,matched,1,10,[3686],I actually got to see her I guess a day before she died .,got,3,ARG2,,"[(3, 5)]",[],False,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,1,0,matched,1,11,[7427],I just would n't go .,go,5,ARG1,journey,"[(0, 0)]",[],False,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,0,1,matched,1,12,[250],I mean it is you know I mean absorbed,mean,2,ARG1,element containing meaning,"[(2, 8)]","[(2, 8)]",True,没有语法错误,True,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,1,0,matched,1,13,[1544],"I said you know it 's a shame that you ca n't go no place and I can get a good report on you you know , %um , and by her going to Francis and things , and Francis seeing for herself ,",know,26,ARG1,fact that is known,"[(23, 23)]",[],False,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,1,0,matched,1,14,[5008],"I think I had mentioned before %uh , that there 's a company now that I 'm working with %um , %uh , which is very much just myself and Guss .",working,18,ARG1,"job, project","[(11, 12)]",[],False,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,0,1,matched,1,15,[1716],Not enough relatives left here anymore ?,left,4,ARG1,,"[(1, 2)]","[(1, 2)]",True,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,1,0,matched,1,16,[3832],"So , I assume it 's hard for you not to eat as much as he does .",eat,12,ARG1,meal,"[(12, 16)]",[],False,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,1,0,matched,2,17,"[3913, 3917]",Told her that she could n't talk to Jasmine play with Jasmine because she said she hurt Jasmine 's Jetta you know,talk,7,ARG1,subject,"[(9, 11), (7, 11)]",[],False,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,1,0,matched,1,18,[8412],"Which you know , given how far he 's gotten , you know , he got his degree at Tufts and all , I found that surprising that for the first time as an adult they 're diagnosing this . %um",gotten,10,ARG2,destination,"[(5, 6)]",[],False,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,1,0,matched,1,19,[6477],"and I 've said that yeah I will give a urine sample or a blood sample if they call me back for those , but they 're going to have to pay my trip back to the states . because there 's no bases in Holland and I 'm not going to pay out of my own expenses to go to Germany or something for them .",call,19,ARG3,,"[(21, 22)]",[],False,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,1,0,matched,1,20,[6510],"and I 've said that yeah I will give a urine sample or a blood sample if they call me back for those , but they 're going to have to pay my trip back to the states . because there 's no bases in Holland and I 'm not going to pay out of my own expenses to go to Germany or something for them .",go,60,ARG3,start point,"[(64, 65)]",[],False,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,1,0,matched,1,21,[7484],and I think %uh %uh it 's not Frau,think,3,ARG1,Thought,"[(3, 8)]","[(4, 8)]",False,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,1,0,matched,1,22,[216],and I would have been spending more time on it if it were n't for %uh dealing with the burglary issues oh yeah but that I 've been dealing with .,dealing,17,ARG0,dealer (or all dealers),"[(15, 15)]",[],False,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,1,0,matched,1,23,[222],and I would have been spending more time on it if it were n't for %uh dealing with the burglary issues oh yeah but that I 've been dealing with .,dealing,29,ARG1,co-dealer,"[(18, 20)]",[],False,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,1,0,matched,1,24,[5516],"and she runs from ,",runs,3,ARG1,"course, race, distance","[(3, 3)]",[],False,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,1,0,matched,1,25,[8951],"like mom said she said even if it was going to be in September , she said the little things I can tolerate you know if that happens you know .",know,30,ARG1,fact that is known,"[(26, 26)]",[],False,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,0,1,matched,1,26,[8298],"or maybe I 'll just call you when we get in Holland just to let you know we 're there ,",let,15,ARG0,allower,"[(2, 2)]","[(2, 2)]",True,没有语法错误,True,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,1,0,matched,1,27,[8850],so I decided that it would make sense to do this .,do,10,ARG0,"agent, doer","[(1, 1)]",[],False,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,1,0,matched,1,28,[1828],so I just got to pray that they,got,4,ARG2,,"[(4, 7)]",[],False,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,0,1,matched,1,29,[5101],"yeah , Good . an older home that you know Julie is of course carving up and making beautiful . %um",making,18,ARG1,impelled action/ predication,"[(18, 18)]","[(18, 18)]",True,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
tc_smallmodel_llmj_incorrect,tc,0,0,1,matched,1,30,[2932],you know I 'll probably be there some time around six,know,2,ARG1,fact that is known,"[(2, 9)]","[(2, 9), (2, 10)]",True,没有语法错误,False,annotation_tc_smallmodel_o1wrong_random30_wlj.json,incorrect_data_tc_smallmodel.json
